id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
631893047184397847,New cozy modern condo near MSU,460235948,Callahan,,Bozeman,45.651386,-111.068047,Entire home/apt,109,1,107,2025-09-28,2.61,1,354,39,STR24-00007
635359568019045907,New Chalet/Mins to Downtown/MSU/Hike/Fish/Ski,7732231,Tara,,Bozeman,45.68305,-111.10158,Entire home/apt,117,2,161,2025-10-05,4.11,1,346,50,STR23-00020
636007021944503844,Modern guesthouse in Bozeman,9859988,Tobi,,Bozeman,45.68936,-111.09333,Entire home/apt,114,2,178,2025-10-15,4.34,1,243,40,STR23-00039
639045968795630514,Riverside Townhome,432624625,Debra,,Bozeman,45.729839,-111.067642,Entire home/apt,,30,5,2025-04-29,0.13,1,13,3,
640809261320548067,Bozeman Bison Bunker - Near Montana State MSU,462304758,Leslie,,Bozeman,45.65155,-111.07762,Entire home/apt,215,1,92,2025-09-21,2.35,1,365,18,STR22-00067
641334978923453922,Historical 2 Bedroom  House Downtown (on Main St.),462293753,Yanfei,,Bozeman,45.67962,-111.04536,Entire home/apt,180,1,171,2025-09-11,4.19,2,321,30,STR22-00019
643569830401168312,Historical 5 bed  House in Downtown on Main Street,462293753,Yanfei,,Bozeman,45.67799,-111.0444,Entire home/apt,303,1,157,2025-09-29,3.87,2,313,44,STR22-00020
645141111167456444,La Casa De Los Animales (the animal house),243889371,Mallory,,Bozeman,45.67989,-111.07472,Entire home/apt,270,1,103,2025-08-17,2.56,1,309,22,STR23-00097
648162080320263556,The Bear Den: Downtown Bozeman Penthouse Mtn Views,219491,Elinor (Ellie),,Bozeman,45.67792,-111.0478,Entire home/apt,145,1,196,2025-10-12,4.88,3,315,58,STR23-00126
650948670828244727,Bozeman's Main Stay the heart of downtown Bozeman,464649532,Christie,,Bozeman,45.6790578,-111.0445128,Entire home/apt,286,2,86,2025-09-29,2.16,1,340,22,STR23-00183
654936580130899134,Urban Renewal-Great 1 bedroom 1 bath ADU just 4 bl,158595657,Mountain Home,,Bozeman,45.6841,-111.041,Entire home/apt,149,1,30,2025-10-07,0.75,40,348,7,STR22-00107
655684504477318769,Bright updated log cabin with great outdoor living,53720318,Jane,,Bozeman,45.68623,-111.03973,Entire home/apt,400,3,78,2025-09-22,2.07,1,287,20,STR23-00049
660191946795731569,Central Bozeman Downtown Condo in 5 West Building.,122919762,Cyd,,Bozeman,45.67952,-111.04253,Entire home/apt,,30,1,2024-10-10,0.08,1,16,0,
665301909432494038,2BR Mountainview | Balcony | Dog Friendly | W/D,37331595,Vacasa Montana,,Bozeman,45.68717,-111.04427,Entire home/apt,141,2,59,2025-09-04,1.52,2,350,15,STR22-00038
668710495380377348,King Bed Condo | Country Views | 5 Min From MSU,441896318,Payton,,Bozeman,45.65152,-111.06863,Entire home/apt,134,1,87,2025-10-15,2.20,11,340,38,STR24-00010
670180153402811011,Versatile 3 Bedroom Townhouse in convenient loc.,446248807,Ty,,Bozeman,45.690875,-111.1059493,Entire home/apt,129,2,128,2025-10-03,3.28,1,276,39,STR22-00049
670436576549277803,Downtown Beall Park Modern 2 Bedroom,120268430,Olga,,Bozeman,45.68321,-111.03567,Entire home/apt,380,2,36,2025-10-07,0.96,1,12,8,STR23-00100
671297966595864136,Downtown 2BR across from lovely park,7161309,Orlando,,Bozeman,45.68749,-111.03636,Entire home/apt,100,28,96,2025-09-28,2.44,3,267,27,STR23-00124
673834076305334804,Park View | Walking Trails | Amazing Location MSU,457457017,Kennedy,,Bozeman,45.65083,-111.06909,Entire home/apt,104,1,90,2025-09-17,2.30,1,358,24,STR24-00017
673899657996260537,(New Build) Townhome 10mins from Downtown,126358377,Jordan,,Bozeman,45.71141,-111.08247,Entire home/apt,103,1,173,2025-09-29,4.51,1,203,59,STR22-00033
681837303455762227,Peach Street Mountain Retreat - Luxury apartment i,158595657,Mountain Home,,Bozeman,45.685635,-111.0458,Entire home/apt,240,1,46,2025-09-26,1.27,40,323,25,STR22-00105
684167798771337575,Brand New Loft in the Heart of Downtown Bozeman!,388858579,Neil,,Bozeman,45.68417,-111.03907,Entire home/apt,116,2,122,2025-10-02,3.15,6,356,31,STR23-00181
694011342626584843,Cozy Bright Studio in the Heart of Bozeman,317251520,Katie,,Bozeman,45.68317,-111.04503,Entire home/apt,,2,180,2025-09-15,4.71,4,0,38,STR23-00135
702083877052289383,"Modern Downtown Condo w/Balcony, Parking & A/C",78849013,Stay Montana,,Bozeman,45.67697,-111.04782,Entire home/apt,145,1,16,2025-02-23,0.43,11,345,1,STR23-00071
705082802450406622,Saddlepeak View:Midtown BZN,87300632,Liz,,Bozeman,45.68681,-111.04413,Entire home/apt,271,3,51,2025-09-29,1.40,32,195,13,STR23-00145
708570967089315570,"Your Bozeman, Montana and Yellowstone Basecamp!",478100437,Rhonda,,Bozeman,45.71332,-111.07387,Entire home/apt,165,2,30,2025-10-13,0.81,1,184,7,STR23-00199
710864131003324555,Spacious 3Bdm Gallatin Green Condo | Trail Access,22366054,Tessa,,Bozeman,45.70208,-111.09074,Entire home/apt,187,2,72,2025-10-09,1.92,10,275,24,STR23-00063
718782424531822375,1 block from Main Street,237078650,Lindsay,,Bozeman,45.67764469999999,-111.0456932,Entire home/apt,89,3,81,2025-09-25,2.36,1,51,12,STR22-00102
719644290329171991,Bozeman Penthouse • Views & Prime Location!,187536670,Charity,,Bozeman,45.678093,-111.0469886,Entire home/apt,152,2,101,2025-10-02,2.81,1,240,28,STR23-00161
724711577396948826,"Stylish condo with Mtn Views, Walkable to Downtown",380379556,Nicole,,Bozeman,45.67707,-111.04608,Entire home/apt,189,2,54,2025-06-20,1.56,1,271,11,STR24-24194
729177429823443077,Lush Victorian garden with Bridger views,159312,Raymond,,Bozeman,45.68753,-111.02909,Private room,140,2,41,2025-09-28,1.13,4,262,10,STR22-00071
731157846501234670,Peaceful garden setting with 3 bedrooms,159312,Raymond,,Bozeman,45.687737583589794,-111.02902829206545,Entire home/apt,523,5,0,,,4,285,0,STR22-00071
733431858602294708,"Modern Three Bedroom, One Block From Downtown!",378129433,Jake,,Bozeman,45.68041,-111.03832,Entire home/apt,226,2,128,2025-10-02,3.49,1,345,32,STR22-00078
733544258624515986,"Modern, Luxury Comfort near Hospital and Downtown!",54268767,Melissa,,Bozeman,45.66926,-111.00779,Entire home/apt,203,28,11,2025-10-11,0.32,2,348,3,
735399457576581158,Grand Blue - Downtown Charm with Modern Comfort,158595657,Mountain Home,,Bozeman,45.68217,-111.041985,Entire home/apt,263,1,41,2025-10-12,1.16,40,198,12,STR22-00094
740807774712657109,Luxury Studio in desirable Bozeman neighborhood,92164178,Daryl,,Bozeman,45.68283,-111.10215,Entire home/apt,111,2,48,2025-10-12,1.38,1,274,25,Str23-00090
744109164283136186,Cheerful & convenient two-bed townhome,34644364,Jean,,Bozeman,45.69155,-111.07119,Entire home/apt,100,30,7,2023-03-26,0.21,1,184,0,
744478255073405873,In Town Cabin next to MSU,87807117,Brandon,,Bozeman,45.655081992055486,-111.045586,Entire home/apt,318,2,174,2025-09-28,4.85,1,174,44,Str22-00087
744981219974591332,Charming Pet Friendly Home near Downtown Bozeman,68940904,The Arrival,,Bozeman,45.6762697,-111.0775055,Entire home/apt,190,2,44,2025-09-26,1.29,5,28,10,STR22-00109
746272150575051077,"Amazing 3 Bedroom Apt, Just Blocks from Downtown!",444342086,Rory,,Bozeman,45.6813,-111.03761,Entire home/apt,293,30,12,2024-05-05,0.34,1,83,0,
746287823014723902,Adorable 1-Bedroom Guest house with free parking,154200211,Allison,,Bozeman,45.66868,-111.1058,Entire home/apt,122,3,54,2025-10-14,1.52,1,357,11,STR23-00034
747853167329541412,Cozy Cooper Park Getaway - Downtown Bozeman,388858579,Neil,,Bozeman,45.67594,-111.04833,Entire home/apt,194,28,5,2024-04-19,0.15,6,227,0,
749071260982402025,A downtown Bozeman sanctuary,8705857,Lydia,,Bozeman,45.68166541794421,-111.04264382482019,Entire home/apt,207,27,16,2025-07-16,0.48,1,257,1,
750942734997774914,Clean and comfy condo in Bozeman with backyard!,403281935,Julie,,Bozeman,45.69078433350981,-111.11072774232788,Entire home/apt,200,28,9,2025-10-04,0.37,1,135,4,
751509959977511403,Wanderlust Landing,89160947,Sandra,,Bozeman,45.6808,-111.10076,Entire home/apt,90,1,210,2025-10-12,6.40,1,140,78,STR22-00104
752850020109878238,3 Bedroom Bozeman Bungalow,257892190,Julia,,Bozeman,45.66109,-111.03294,Entire home/apt,166,1,114,2025-09-27,3.22,1,237,43,STR23-00210
753638881457290583,Peaceful Bozeman Retreat,2209026,Kristen,,Bozeman,45.68315,-111.0256,Entire home/apt,180,3,69,2025-09-28,2.03,3,346,24,STR22-00058
756562057400552311,Pet & Family Friendly | Central APT @ Westside,247540892,Shaun,,Bozeman,45.67984,-111.10283,Entire home/apt,152,2,103,2025-09-29,3.28,1,353,37,STR23-00050
760721591626470539,Cheerful home close to trails and downtown,81733702,Erin,,Bozeman,45.65812,-111.02008,Entire home/apt,146,30,0,,,1,364,0,
761901172736042288,Garden grotto with wood stove,159312,Raymond,,Bozeman,45.68817,-111.02836,Private room,160,2,31,2025-09-14,0.87,4,301,1,STR22-00071
761946989286762213,Airy & spacious top floor suite,159312,Raymond,,Bozeman,45.68703,-111.02994,Private room,220,2,6,2024-09-22,0.17,4,288,0,STR22-00071
777089140263640024,"Epic Downtown Locale. Trails, views, more!",15495078,Josh,,Bozeman,45.6741525,-111.0305273,Entire home/apt,342,4,55,2025-09-22,1.64,1,238,21,STR23-00197
779190288821368126,NEW Lion’s Den | King Bed | Walk to MSU,441896318,Payton,,Bozeman,45.66179,-111.067,Entire home/apt,137,1,103,2025-10-07,2.98,11,316,37,STR23-00062
779228204397216929,King Bed | Country Music in the Big Sky,441896318,Payton,,Bozeman,45.66179,-111.067,Entire home/apt,97,1,114,2025-09-29,3.43,11,313,44,STR23-00060
779228493719965346,Walk to MSU | Bridger + Big Sky | King Bed,441896318,Payton,,Bozeman,45.66179,-111.067,Entire home/apt,137,1,111,2025-10-10,3.22,11,342,45,STR23-00105
779242618479987421,Yellowstone Country | Mountain Views | Walk to MSU,441896318,Payton,,Bozeman,45.66179,-111.067,Entire home/apt,101,1,147,2025-10-06,4.26,11,310,51,STR23-00061
780455121479499585,"Gourmet kitchen, walk-in shower and amazing views!",9476037,Craig,,Bozeman,45.7006,-111.0868,Entire home/apt,226,3,14,2025-03-05,0.42,1,255,2,STR23-00035
791968903124153834,NEW | Game House | Near Downtown,456500579,McCade,,Bozeman,45.67741,-111.07777,Entire home/apt,142,1,89,2025-09-08,2.73,3,303,21,STR23-00073
791974702034213602,Heart of Bozeman | Juke Box Jet Away,456500579,McCade,,Bozeman,45.67756,-111.07771,Entire home/apt,131,1,64,2025-09-16,1.94,3,304,16,STR23-00057
792657961239735749,Downtown Duplex | Game Room | Mountain Music,456500579,McCade,,Bozeman,45.67756,-111.07771,Entire home/apt,367,1,46,2025-10-12,1.45,3,306,23,STR23-00057
797809064791798577,"Pet Friendly, Downtown near MSU w/Mountain Views",78849013,Stay Montana,,Bozeman,45.67718,-111.08361,Entire home/apt,232,1,12,2025-09-25,0.41,11,341,8,STR20-00112
810812829888263061,'Heart of Bozeman' Townhome w/ Patio Near MSU,122381278,Evolve,,Bozeman,45.68641,-111.0562,Entire home/apt,231,2,15,2023-12-29,0.47,10,335,0,STR21-00054
812293891329597358,Stylish SOBO Downtown Condo - Steps to Main St.,10719166,Ted And Ann Marie,,Bozeman,45.678108,-111.047012,Entire home/apt,142,2,23,2025-10-12,0.80,8,263,8,STR23-00174
828372856525547623,Little Yellow House - Downtown Charming 2 BDRM,406871,Erin,,Bozeman,45.677804884636174,-111.04761477116395,Entire home/apt,202,2,68,2025-09-05,2.11,4,312,17,STR23-00164
831152233793916909,Spacious & Modern 2Unit Home -Perfect for Families,10533936,Taylor,,Bozeman,45.67552,-111.05104,Entire home/apt,,1,52,2025-04-13,1.78,1,0,12,STR23-00187
836412924149333068,Downtown Bozeman Getaway!,441798626,Renee,,Bozeman,45.6779863,-111.05773,Entire home/apt,300,3,13,2025-09-10,0.45,2,322,5,STR23-00233
841490489463124761,The Purple Palace - Historic Downtown BZN,388858579,Neil,,Bozeman,45.68182,-111.04217,Entire home/apt,159,2,52,2025-09-14,1.64,6,22,15,STR23-00038
843683310882492943,NEW Movie Madness | Mountain Views | Shuffleboard,441896318,Payton,,Bozeman,45.67435,-111.11288,Entire home/apt,105,1,123,2025-09-29,3.90,11,339,34,STR23-00129
843741511466971913,NEW Mountain View Retreat | Shuffle Board & Games,441896318,Payton,,Bozeman,45.67435,-111.11288,Entire home/apt,106,1,127,2025-10-08,4.03,11,348,44,STR23-00130
843767329683138688,NEW | Outdoor Escape | Mountain Views,441896318,Payton,,Bozeman,45.67435,-111.11288,Entire home/apt,101,1,131,2025-10-10,4.16,11,353,47,STR23-00131
843789240315372626,NEW | The Pit Stop | Mountain Views | Hot Springs,441896318,Payton,,Bozeman,45.67435,-111.11288,Entire home/apt,103,1,115,2025-10-10,3.67,11,323,44,STR23-00132
850060899218507018,The Architect's Annex,505986694,Kristin,,Bozeman,45.6841905,-111.0253778,Entire home/apt,140,30,4,2024-12-31,0.14,1,278,1,
858032290192543286,2 BR Centrally located bungalow with a yard and AC,37331595,Vacasa Montana,,Bozeman,45.68097,-111.04836,Entire home/apt,450,2,5,2025-07-06,0.17,2,365,1,STR23-00037
863690516487184569,Bright + Modern Central Condo,32162998,Sarah,,Bozeman,45.68781,-111.06765,Entire home/apt,136,2,82,2025-10-01,2.79,1,63,49,STR23-00225
866743704687717653,Hyalite View:Midtown Bozeman,87300632,Liz,,Bozeman,45.68728,-111.04448,Entire home/apt,183,2,48,2025-09-16,1.60,32,164,11,str23-00119
866800960315586200,The Broken Edge - Downtown Bozeman Retreat,85914608,John,,Bozeman,45.68137,-111.04904,Entire home/apt,95,1,180,2025-10-02,6.23,2,55,75,STR23-00157
868764892737614986,Modern 3Bdrm Stay | Mountain Views & Beach Access,22366054,Tessa,,Bozeman,45.7066366,-111.0388507,Entire home/apt,462,2,38,2025-06-19,1.28,10,179,15,STR23-00085
869599672855821114,The Raccoon Den Downtown Bozeman,219491,Elinor (Ellie),,Bozeman,45.67824923242976,-111.04694545269012,Entire home/apt,138,1,128,2025-10-02,4.32,3,315,50,STR23-00125
874657761125528795,Luxury Townhome w/Big Sky Views,10719166,Ted And Ann Marie,,Bozeman,45.688911,-111.108108,Entire home/apt,300,2,30,2025-09-29,1.01,8,342,14,STR21-00035
875521839496363904,"Babcock House: monthly rental, steps from Downtown",4884278,Kathryn,,Bozeman,45.6776,-111.04399,Entire home/apt,286,30,7,2025-10-04,0.24,1,95,4,
876772032673798997,Wallace Street Grocery,4727963,Matthew,,Bozeman,45.68346,-111.02891,Entire home/apt,101,2,139,2025-10-09,4.89,1,282,62,STR23-00066
877800533994299020,Cozy Downtown Bozeman Apartment,33861244,Sten,,Bozeman,45.68622939999999,-111.0355788,Entire home/apt,,2,6,2025-06-29,0.20,1,0,2,STR23-00045
881902444834952415,Modern Luxury Condo near MSU,10719166,Ted And Ann Marie,,Bozeman,45.650005,-111.0686823,Entire home/apt,126,30,0,,,8,321,0,
882861196778295786,Cozy Downtown Bozeman Studio Mid-term Rental,294131716,Marci,,Bozeman,45.67599,-111.0374,Entire home/apt,88,30,48,2025-08-31,1.69,1,322,5,STR20-00023
884064750408569156,Elegant home with Mountain Views,485556286,Barbara,,Bozeman,45.6475576,-111.0683446,Entire home/apt,145,30,2,2025-06-01,0.11,1,86,1,
884106583554500961,Meyers Lake Loft- 2BR Guesthouse,42294252,Theodore,,Bozeman,45.6840083,-111.1008377,Entire home/apt,179,3,68,2025-10-01,2.33,1,76,19,STR23-00014
888674437339033450,"Sunlit loft with AC, fireplace and king bed",87352080,Rebeccah,,Bozeman,45.68411,-111.08209,Entire home/apt,154,1,227,2025-10-16,7.71,1,86,89,STR23-00048
894262572544681789,2 bedroom apt in the heart of downtown Bozeman,510216735,Sharon,,Bozeman,45.67738,-111.0384,Entire home/apt,150,2,108,2025-10-02,3.74,2,262,35,STR23-20495
896384642712866578,The Annie Street Retreat,161765884,Benjamin,,Bozeman,45.68947,-111.072,Entire home/apt,225,2,68,2025-08-31,2.49,1,16,22,STR24-00005
897144005237382808,The BeAll House,6931340,Indra,,Bozeman,45.68185,-111.03916,Entire home/apt,280,1,55,2025-10-06,1.96,1,276,28,STR22-00066
897810044993822991,Cozy Valley West Studio | Full Kitchen & Laundry,22366054,Tessa,,Bozeman,45.6798384,-111.1002558,Entire home/apt,84,2,44,2025-10-11,1.57,10,362,21,STR24-00003
899125019892212651,Gorgeous Midtown Condo,135567233,Lycurgus,,Bozeman,45.6877567,-111.0472078,Entire home/apt,180,1,227,2025-10-12,7.96,1,291,93,STR23-00155
900832237732732650,Grand Avenue Loft - Downtown,18097974,Steve,,Bozeman,45.68319,-111.04009,Entire home/apt,252,3,28,2025-10-11,2.68,1,305,28,STR24-00028
901459145108835199,Charming Casita - 3 BDRM Downtown,406871,Erin,,Bozeman,45.67832,-111.04884,Entire home/apt,212,2,34,2025-09-30,1.18,4,312,14,STR23-00164
901660910687906881,Downtown 5-BDRM Charming Historic Home,406871,Erin,,Bozeman,45.67747,-111.04729,Entire home/apt,411,2,44,2025-09-14,1.68,4,312,26,STR23-00164
902288148307344832,Cozy Midtown Home,59049179,Elizabeth,,Bozeman,45.68672,-111.0566,Entire home/apt,,30,19,2024-07-13,0.68,1,1,0,
902986920561938489,Charming 1890 Bungalow Downtown,23312806,Kim,,Bozeman,45.68197,-111.02798,Entire home/apt,,4,88,2025-09-09,3.06,1,0,28,STR23-00215
903548737649149837,Bozeman Experience-Walk downtown,94524858,Andrea,,Bozeman,45.68017,-111.0419,Entire home/apt,214,3,58,2025-10-12,2.21,1,233,24,STR20-00382
907255410839451666,Stunning Modern Home in the Heart of Bozeman,68940904,The Arrival,,Bozeman,45.67875,-111.02295,Entire home/apt,189,2,39,2025-09-13,1.54,5,321,18,STR23-00075
911796238839021625,Private room in Bozeman,296586159,Mikaela,,Bozeman,45.66567,-111.04033,Private room,56,1,65,2025-09-25,2.30,1,60,26,STR23-00234
917480337323963603,Winter House - Great home located within walking d,158595657,Mountain Home,,Bozeman,45.683155,-111.03163,Entire home/apt,906,1,34,2025-09-29,1.25,40,286,17,STR23-00065
917521445743830614,2 Adjoining Condos Rent Together,441896318,Payton,,Bozeman,45.67444,-111.11291,Entire home/apt,257,2,11,2025-06-23,0.50,11,347,3,STR23-00130
918106223385876586,Newly Refurbished Midtown Apartment,5649163,Shannon,,Bozeman,45.69237529999999,-111.0481542,Entire home/apt,113,1,48,2024-07-24,1.71,1,151,0,STR23-00230
919817449271186440,Charming downtown cottage,143544410,Toni,,Bozeman,45.684136,-111.0383747,Entire home/apt,203,2,77,2025-10-04,2.75,2,277,27,STR23-00112
920346275120177072,Stay at a 1950s Classic Motel in Bozeman,521636962,Jacob,,Bozeman,45.682443451580724,-111.04536608095093,Private room,201,1,27,2025-10-09,1.17,10,266,19,Exempt
922555122262988509,Experience a classic motel in the heart of Bozeman,521636962,Jacob,,Bozeman,45.682638335167034,-111.04515150422974,Private room,159,1,14,2025-09-03,0.50,10,351,12,Exempt
922562743410347446,Stay at a Classic Motor Inn in Bozeman Montana,521636962,Jacob,,Bozeman,45.682638335167034,-111.0451085888855,Private room,142,1,194,2025-10-10,7.28,10,362,151,Exempt
922583355688509946,Retro Motel in Bozeman Montana,521636962,Jacob,,Bozeman,45.68254838898078,-111.04528025026245,Private room,153,1,97,2025-10-09,4.01,10,355,55,Exempt
923076538132998326,Downtown Dream house,21447984,Sharon,,Bozeman,45.6698914,-111.0442737,Entire home/apt,,4,9,2024-07-28,0.34,3,0,0,Exempt
923290840210101734,Quaint Downtown Studio (4 blocks off Main),143544410,Toni,,Bozeman,45.68385,-111.03925,Entire home/apt,146,1,55,2025-10-02,2.04,2,274,24,STR23-00113
924888237601129082,Downtown Executive Suite,168421505,Courtney,,Bozeman,45.67975,-111.03191,Entire home/apt,,28,4,2025-08-24,0.15,2,0,2,
940676499307664079,Downtown Garden Getaway-Cozy home near downtown Bo,158595657,Mountain Home,,Bozeman,45.67782,-111.04637,Entire home/apt,458,1,42,2025-09-29,1.64,40,288,16,STR23-00070
942245518568400791,Central location w/Western Flair,94704094,Sheridan,,Bozeman,45.6906,-111.11787,Entire home/apt,318,1,144,2025-10-13,5.60,1,265,75,STR23-00104
945699328478141735,Classic Retro Motel in Bozeman,521636962,Jacob,,Bozeman,45.682593362091986,-111.0451085888855,Private room,177,1,4,2025-02-17,0.18,10,290,3,Exempt
952912930838942462,Bobcat Chic: Downtown Bozeman,87300632,Liz,,Bozeman,45.67732,-111.04721,Entire home/apt,174,1,43,2025-09-23,1.74,32,189,15,str23-00122
954261720717469282,Bozeman Creek House,8224408,Paul,,Bozeman,45.674947,-111.032174,Entire home/apt,357,2,11,2025-10-10,0.42,17,303,4,str23-00077
960943303825338796,Aspen Hideout:Midtown Bozeman,87300632,Liz,,Bozeman,45.68708,-111.04532,Entire home/apt,210,2,41,2025-08-01,1.58,32,361,15,STR23-00140
960958977315633386,Flats at G Park: 323 #204,87300632,Liz,,Bozeman,45.70661934058514,-111.04331095239257,Entire home/apt,120,30,3,2024-07-14,0.14,32,119,0,
964650864080023522,Spacious 1Bdrm Guest Suite Near MSU and Downtown,22366054,Tessa,,Bozeman,45.64226,-111.04475,Entire home/apt,87,1,43,2025-10-07,1.67,10,362,12,STR23-00216
966959453768551063,Garden Room - Walkable Bozeman Summer Base,13861863,Kendall,,Bozeman,45.67444,-111.03064,Private room,58,1,110,2025-08-24,4.27,2,315,60,STR23-00146
978338162034126610,Luxury Mountain Views Downtown Bozeman,68940904,The Arrival,,Bozeman,45.70627,-111.03927,Entire home/apt,498,2,54,2025-10-01,2.14,5,289,20,STR23-00099
982690315132166861,New 2br/2bath Condo Across from MSU,49379094,Grant & Mercede,,Bozeman,45.66348,-111.06187,Entire home/apt,168,30,3,2025-01-07,0.16,1,76,1,
991243086542515281,Pagoda Peaks | Modern Luxury Near Bozeman Beach,166104792,Caleb Joshua,,Bozeman,45.70566,-111.03787,Entire home/apt,,2,33,2025-09-28,1.35,4,0,20,STR23-00162
994123497980189517,"Main Street, Mountain View Luxury Condo in Bozeman",540165578,Amanda,,Bozeman,45.67899,-111.02322,Entire home/apt,270,3,34,2025-10-04,1.43,1,250,20,STR23-00058
994328687289367772,Wentworth Condo,403857117,Ava,,Bozeman,45.68638,-111.04418,Entire home/apt,161,2,87,2025-09-28,3.56,1,161,41,STR24-00004
1003670265286987594,"Dog Friendly Home, minutes to MSU & Downtown",78849013,Stay Montana,,Bozeman,45.68505,-111.07909,Entire home/apt,121,30,3,2025-02-10,0.19,11,136,2,
1003670285635434122,"Dog Friendly Home, minutes to MSU & Downtown",78849013,Stay Montana,,Bozeman,45.68426,-111.08027,Entire home/apt,232,1,11,2025-06-27,0.63,11,322,5,STR21-00011
1007212920533236270,Guest cottage behind the studio,5216140,Rob,,Bozeman,45.67283,-111.03137,Entire home/apt,161,2,54,2025-10-13,2.31,1,50,29,STR23-00156
1008716432393782757,Rizen Cottage,543137520,Jeni,,Bozeman,45.67865515573207,-111.07981973217538,Entire home/apt,100,3,10,2025-09-14,0.48,1,238,4,STR23-00133
1008763018263626408,Venue View: Midtown Bozeman,87300632,Liz,,Bozeman,45.68756,-111.04453,Entire home/apt,176,2,31,2025-09-28,1.46,32,196,13,STR23-00002
1008778350694378706,The Cat's Meow:Midtown Bozeman,87300632,Liz,,Bozeman,45.68841,-111.04398,Entire home/apt,178,1,34,2025-09-14,1.47,32,195,10,STR21-00039
1008789724045972475,The Lofty View:Midtown Bozeman,87300632,Liz,,Bozeman,45.68652,-111.0458,Entire home/apt,222,1,12,2024-09-16,0.51,32,192,0,STR21-00040
1010311131880400929,Bridger Hawk - Mid-Century Classic (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6834989,-111.0571699,Entire home/apt,335,2,19,2025-09-28,0.80,8,337,5,STR23-00019
1013954581504450455,Style Points Shelter: Downtown,87300632,Liz,,Bozeman,45.67706,-111.04801,Entire home/apt,155,2,41,2025-09-30,1.73,32,193,18,STR23-00151
1015469993854591582,Luxe*Lake and Mountain views*EV charger*Arcade,410307599,Crystal,,Bozeman,45.7066035,-111.0387232,Entire home/apt,355,2,56,2025-10-13,2.56,1,215,30,STR23-00150
1015928247937089566,"Spacious Family Home | Privacy, Backyard w/ Patio",22366054,Tessa,,Bozeman,45.67552,-111.08934,Entire home/apt,188,28,5,2025-09-30,0.25,10,237,2,
1016604349064457559,Bridger Hawk Suite (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6834989,-111.0571699,Entire home/apt,170,1,9,2025-08-20,0.43,8,341,3,STR23-00019
1016619106223207155,Bridger Hawk Duplex (NEW),10719166,Ted And Ann Marie,,Bozeman,45.6834989,-111.0571699,Entire home/apt,438,1,25,2025-10-05,1.12,8,337,13,STR23-00019
1018080723786942494,"Beautiful townhouse - views, near MSU & downtown!",545036435,Susan,,Bozeman,45.64669,-111.05823,Entire home/apt,165,30,7,2025-05-30,0.34,2,112,2,
1018734983212489525,Downtown Bozeman Fun!,8119685,Jane,,Bozeman,45.68005,-111.02426,Entire home/apt,115,1,55,2025-10-01,3.13,1,348,24,STR23-00243
1019852506960723719,Cozy Downtown Condo,545489115,Payton,,Bozeman,45.68186,-111.03907,Entire home/apt,114,1,107,2025-10-02,4.76,3,328,57,STR23-00211
1020231494198029286,Mustang Sally-One bedroom condo in Downtown Bozema,158595657,Mountain Home,,Bozeman,45.680523,-111.03767,Entire home/apt,124,1,0,,,40,201,0,STR23-12345
1021721483687220240,Bozeman Bungalow -Convenient and Well Appointed Mo,158595657,Mountain Home,,Bozeman,45.70625,-111.02189,Entire home/apt,184,1,0,,,40,170,0,STR23-12345
1021721487869505891,The Great Escape - Luxury Townhome in Downtown Boz,158595657,Mountain Home,,Bozeman,45.683823,-111.03882,Entire home/apt,223,1,2,2024-12-31,0.16,40,16,1,STR23-12345
1021721950430317225,High West - Brand New Condo in Downtown Bozeman Wi,158595657,Mountain Home,,Bozeman,45.681038,-111.03396,Entire home/apt,163,1,0,,,40,246,0,STR23-12345
1021723335665913564,Rustic Overlook- 30 day rental in the new Merin bu,158595657,Mountain Home,,Bozeman,45.681034,-111.03629,Entire home/apt,175,1,1,2025-06-01,0.22,40,207,1,STR23-12345
1021723339690110777,"Brentwood House - Furnished, 30+ day home rental i",158595657,Mountain Home,,Bozeman,45.689926,-111.06762,Entire home/apt,210,1,0,,,40,182,0,STR23-12345
1021724095752448838,"Boylan Place - Cozy, 30+ day rental Northeast of D",158595657,Mountain Home,,Bozeman,45.704845,-111.02802,Entire home/apt,,1,0,,,40,0,0,STR23-12345
1023980376452932033,Fisherman’s Folly,21447984,Sharon,,Bozeman,45.67063,-111.03469,Entire home/apt,,4,1,2024-01-03,0.05,3,0,0,Exempt
1026782007525175295,Urban Oasis for One,2209026,Kristen,,Bozeman,45.6847,-111.0245,Entire home/apt,99,30,4,2025-08-08,0.42,3,46,4,
1027654963467851442,Downtown Chic Urban Abode,12702811,Carla,,Bozeman,45.67942704249036,-111.03974338620901,Entire home/apt,185,3,36,2025-10-12,1.58,3,354,16,STR23-00147
1031220502585940136,Blackhaüs,512697355,Kate,,Bozeman,45.67015,-111.03446,Entire home/apt,,3,26,2025-09-02,1.18,1,0,4,STR23-00082
1032050849550580437,"Modern townhouse - views, near MSU & downtown!",545036435,Susan,,Bozeman,45.64706,-111.05742,Entire home/apt,165,30,4,2025-08-21,0.24,2,46,2,
