variable_name,data_type,n_unique,n_missing,pct_missing,min,max,range,mean,median,std,precision,mode
reviews_per_month,continuous,729.0,1045,16.51,0.01,29.0,28.99,2.050897047691143,1.56,1.9656762319934658,2.0,1.0
price_clean,continuous,487.0,1528,24.14,10.0,2800.0,2790.0,164.10664444907312,135.0,129.64085598783575,1.0,100.0
log_price,continuous,487.0,1528,24.14,2.302585092994046,7.937374696163295,5.634789603169249,4.9137126265995,4.90527477843843,0.5910668139377373,16.0,4.605170185988092
price_per_accommodates,continuous,1003.0,1528,24.14,2.5,1130.0,1127.5,52.614233549897996,43.0,38.687834259852394,15.0,45.0
log_price_per_accommodates,continuous,1003.0,1528,24.14,0.9162907318741551,7.029972911706386,6.113682179832231,3.8119970864567767,3.7612001156935624,0.522347380074719,16.0,3.8066624897703196
log_reviews,continuous,485.0,0,0.0,0.0,7.195187320178709,7.195187320178709,2.8852744517105915,3.091042453358316,1.9129203815237994,16.0,0.0
log_accommodates,discrete_numeric,16.0,0,0.0,0.0,2.772588722239781,2.772588722239781,1.1478926168656445,1.0986122886681098,0.5919201357931497,0.0,0.6931471805599453
log_beds,discrete_numeric,15.0,1527,24.13,0.0,2.70805020110221,2.70805020110221,1.002874829609748,1.0986122886681098,0.36551586922572615,0.0,0.6931471805599453
price_zscore,continuous,487.0,1528,24.14,-1.188719738656562,20.33227361440944,21.520993353066004,-2.959978070235785e-17,-0.22451752749769102,1.0,18.0,-0.49449414662217495
price_percentile,continuous,487.0,1528,24.14,0.0003124349093938763,1.0,0.9996875650906061,0.5001041449697979,0.505207248489898,0.2887013028810561,19.0,0.300562382836909
log_price_zscore,continuous,487.0,1528,24.14,-4.417652069162704,5.115601144005874,9.533253213168578,6.156754386090433e-16,-0.014275624958294514,1.0,18.0,-0.522009413040585
reviews_zscore,continuous,485.0,0,0.0,-0.6188844441846235,11.270720446554414,11.889604890739037,-3.592568738240355e-17,-0.4314357184297288,1.0,18.0,-0.6188844441846235
reviews_percentile,continuous,485.0,0,0.0,0.0826354874387739,1.0,0.9173645125612261,0.5000790014220255,0.49857797440353924,0.28800065684951015,17.0,0.0826354874387739
reviews_per_month_zscore,continuous,729.0,1045,16.51,-1.0382671441376656,13.709838127807428,14.748105271945093,4.3030597169423175e-17,-0.249734437289963,1.0,18.0,-0.5346236733123588
occupancy_rate,continuous,366.0,0,0.0,0.0,1.0,1.0,0.41042688905386604,0.336986301369863,0.3272920889848926,19.0,1.0
occupancy_rate_booked,continuous,84.0,0,0.0,0.0,0.6986301369863014,0.6986301369863014,0.26230117073614173,0.16986301369863013,0.26026246929181046,17.0,0.0
occupancy_is_capped,discrete_numeric,2.0,0,0.0,0,1,1.0,0.14536261652709748,0.0,0.3524939125804879,0.0,0
est_annual_revenue,continuous,3848.0,1528,24.14,0.0,741258.0,741258.0,21924.358466986043,13783.0,29817.782904250547,1.0,0.0
est_annual_revenue_booked,continuous,2126.0,1528,24.14,0.0,237915.0,237915.0,16356.085815455113,10296.0,18971.118849267983,1.0,0.0
revenue_per_accommodates,continuous,3962.0,1528,24.14,0.0,152347.5,152347.5,6853.033454275712,4704.0,7647.673327714951,14.0,0.0
revenue_per_bedroom,continuous,3647.0,1852,29.26,0.0,370629.0,370629.0,15334.827635693542,10452.0,17836.768859254258,12.0,0.0
log_est_revenue,continuous,3847.0,1693,26.75,4.02535169073515,13.516104021815934,9.490752331080785,9.34829127854553,9.577581887093196,1.3623301842702813,16.0,5.823045895483019
host_listings_in_city,discrete_numeric,37.0,0,0.0,1,257,256.0,26.376520777373994,2.0,61.62258417985313,0.0,1
host_is_professional,discrete_numeric,2.0,0,0.0,0,1,1.0,0.6320113762047717,1.0,0.4822963296091998,0.0,1
host_professional_tier,discrete_categorical,4.0,0,0.0,casual,small_professional,,,,,,casual
pct_professional_hosts,discrete_numeric,1.0,0,0.0,63.20113762047717,63.20113762047717,0.0,63.20113762047718,63.20113762047717,1.421197752598993e-14,0.0,63.20113762047717
pct_large_operators,discrete_numeric,1.0,0,0.0,19.971559488070785,19.971559488070785,0.0,19.97155948807079,19.971559488070785,3.552994381497482e-15,0.0,19.971559488070785
median_host_listings,discrete_numeric,1.0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
gini_host_concentration,discrete_numeric,1.0,0,0.0,0.816002363584815,0.816002363584815,0.0,0.8160023635848149,0.816002363584815,1.1103107442179632e-16,0.0,0.816002363584815
market_professionalization_score,discrete_numeric,1.0,0,0.0,48.06332425068193,48.06332425068193,0.0,48.06332425068194,48.06332425068193,7.105988762994964e-15,0.0,48.06332425068193
purchase_price,discrete_numeric,1.0,0,0.0,575077.7782481499,575077.7782481499,0.0,575077.7782481499,575077.7782481499,0.0,0.0,575077.7782481499
monthly_payment,discrete_numeric,1.0,0,0.0,3658.450702683835,3658.450702683835,0.0,3658.450702683835,3658.450702683835,0.0,0.0,3658.450702683835
zori_rent,discrete_numeric,1.0,0,0.0,2381.0045571287937,2381.0045571287937,0.0,2381.004557128793,2381.0045571287937,9.095665616633554e-13,0.0,2381.0045571287937
zillow_metro,discrete_categorical,1.0,0,0.0,"Washington, DC","Washington, DC",,,,,,"Washington, DC"
annual_cash_flow,continuous,3848.0,1528,24.14,-43901.40843220602,697356.591567794,741258.0,-21977.04996521998,-30118.408432206023,29817.782904250547,13.0,-43901.40843220602
cash_on_cash_roi,continuous,3848.0,1528,24.14,-38.16997464755304,606.3150220237513,644.4849966713044,-19.107893572386253,-26.186378235614704,25.92500008875667,16.0,-38.16997464755304
cap_rate,continuous,3848.0,1528,24.14,0.0,128.89699933426087,128.89699933426087,3.812416215033358,2.3967192823876675,5.185000017751334,18.0,0.0
price_to_rent_ratio,continuous,3847.0,1693,26.75,9.309759002908297,123230.9524817464,123221.64272274349,2149.2073286635027,477.9890001633367,6655.083322324848,14.0,20416.962541354435
revenue_yield,continuous,3848.0,1528,24.14,0.0,128.89699933426087,128.89699933426087,3.812416215033358,2.3967192823876675,5.185000017751334,18.0,0.0
annual_cash_flow_booked,continuous,2126.0,1528,24.14,-43901.40843220602,194013.59156779398,237915.0,-27545.322616750906,-33605.40843220602,18971.11884926798,12.0,-43901.40843220602
cash_on_cash_roi_booked,continuous,2126.0,1528,24.14,-38.16997464755304,168.68465354270376,206.8546281902568,-23.949214922424733,-29.21814205252169,16.494393947075636,15.0,-38.16997464755304
cap_rate_booked,continuous,2126.0,1528,24.14,0.0,41.37092563805136,41.37092563805136,2.844151945025661,1.7903665190062705,3.2988787894151277,17.0,0.0
revenue_yield_booked,continuous,2126.0,1528,24.14,0.0,41.37092563805136,41.37092563805136,2.844151945025661,1.7903665190062705,3.2988787894151277,17.0,0.0
