listing_id,date
99355,2022-08-21
99355,2022-08-26
99355,2022-08-28
99355,2022-09-04
99355,2022-09-11
99355,2022-09-15
99355,2022-09-29
99355,2022-10-08
99355,2022-10-09
99355,2022-10-12
99355,2022-10-28
99355,2022-10-29
99355,2022-11-04
99355,2022-12-04
99355,2023-01-02
99355,2023-01-29
99355,2023-02-20
99355,2023-03-17
99355,2023-03-20
99355,2023-04-02
99355,2023-04-17
99355,2023-05-03
99355,2023-06-08
99355,2023-06-09
99355,2023-07-02
99355,2023-07-16
99355,2023-07-29
99355,2023-08-20
99355,2023-09-13
99355,2023-10-01
99355,2023-10-03
99355,2023-10-08
99355,2023-10-21
99355,2023-11-12
99355,2023-11-26
99355,2023-12-17
99355,2023-12-31
99355,2024-01-16
99355,2024-03-24
99355,2024-03-31
99355,2024-04-21
99355,2024-05-11
99355,2024-05-17
99355,2024-05-20
99355,2024-05-27
99355,2024-06-17
99355,2024-06-24
99355,2024-06-29
99355,2024-07-03
99355,2024-07-07
99355,2024-07-12
99355,2024-07-14
99355,2024-07-19
99355,2024-07-22
99355,2024-08-05
99355,2024-08-12
99355,2024-08-24
99355,2024-09-02
99355,2024-09-07
99355,2024-09-15
99355,2024-10-12
99355,2024-10-26
99355,2024-12-01
99355,2024-12-30
99355,2025-02-16
99355,2025-02-27
99355,2025-03-17
99355,2025-03-22
99355,2025-03-30
99355,2025-04-14
99355,2025-04-21
99355,2025-05-04
99355,2025-06-07
99355,2025-06-14
99355,2025-06-25
99355,2025-07-07
99355,2025-08-01
99355,2025-08-06
99355,2025-08-12
99355,2025-08-25
114086,2011-07-06
114086,2011-08-07
114086,2011-11-06
114086,2012-01-03
114086,2012-01-17
114086,2012-08-02
114086,2012-08-11
114086,2012-08-12
114086,2012-10-01
114086,2012-11-17
114086,2012-12-06
114086,2012-12-09
114086,2012-12-21
114086,2013-07-10
114086,2013-08-10
114086,2013-08-19
114086,2013-09-30
114086,2013-10-19
114086,2013-10-21
114086,2013-10-24
114086,2013-11-06
114086,2014-06-30
114086,2014-08-01
114086,2014-08-21
114086,2014-09-02
114086,2014-09-24
114086,2014-10-13
114086,2014-11-13
114086,2015-02-12
114086,2015-03-08
114086,2015-03-22
114086,2015-03-31
114086,2015-04-30
114086,2015-06-30
114086,2015-07-31
114086,2015-08-03
114086,2015-08-14
114086,2015-08-26
114086,2016-03-13
114086,2016-03-30
114086,2016-09-02
114086,2016-09-09
114086,2016-09-11
114086,2016-09-21
114086,2016-09-30
114086,2017-02-18
114086,2017-03-01
114086,2017-03-06
114086,2017-05-14
114086,2017-08-20
114086,2017-11-01
114086,2017-11-05
114086,2017-11-18
114086,2018-11-04
114086,2018-11-07
114086,2019-03-03
114086,2019-03-14
114086,2019-03-27
114086,2019-07-15
114086,2019-07-18
114086,2019-07-21
114086,2019-07-23
114086,2019-07-26
114086,2019-07-27
114086,2019-09-01
114086,2021-05-11
114086,2021-09-01
114086,2022-06-01
114086,2023-02-01
114086,2023-07-01
114086,2024-09-01
117969,2015-05-27
117969,2015-05-31
117969,2015-06-16
117969,2015-06-23
117969,2015-07-06
117969,2015-08-03
117969,2015-08-14
117969,2015-08-17
117969,2015-08-21
117969,2015-08-25
117969,2015-09-01
117969,2015-09-04
117969,2015-09-09
117969,2015-09-15
117969,2015-09-24
117969,2015-09-29
117969,2015-10-06
117969,2015-10-13
117969,2015-10-16
117969,2015-10-19
117969,2015-10-26
117969,2015-11-05
117969,2015-11-09
117969,2015-11-12
117969,2015-12-12
117969,2016-01-31
117969,2016-02-08
117969,2016-02-13
117969,2016-02-17
117969,2016-02-25
117969,2016-02-29
117969,2016-03-05
117969,2016-03-12
117969,2016-03-21
117969,2016-04-11
117969,2016-04-19
117969,2016-04-25
117969,2016-05-19
117969,2016-05-23
117969,2016-05-30
117969,2016-06-06
117969,2016-06-12
117969,2016-06-19
117969,2016-06-26
117969,2016-06-30
117969,2016-07-10
117969,2016-07-21
117969,2016-07-31
117969,2016-08-08
117969,2016-08-10
117969,2016-08-17
117969,2016-08-22
117969,2016-08-29
117969,2016-09-02
117969,2016-09-06
117969,2016-09-17
117969,2016-09-20
117969,2016-09-25
117969,2016-10-09
117969,2016-10-17
117969,2016-10-29
117969,2016-11-10
117969,2016-11-13
117969,2016-11-20
117969,2016-11-27
117969,2016-12-08
117969,2016-12-12
117969,2016-12-18
117969,2016-12-26
117969,2017-01-02
117969,2017-01-08
117969,2017-01-24
117969,2017-01-31
117969,2017-02-12
117969,2017-02-22
117969,2017-03-05
117969,2017-03-18
117969,2017-03-26
117969,2017-04-18
117969,2017-04-24
117969,2017-04-30
117969,2017-05-07
117969,2017-05-14
117969,2017-05-26
117969,2017-06-14
117969,2017-06-16
117969,2017-06-23
117969,2017-06-27
117969,2017-07-10
117969,2017-08-11
117969,2017-08-15
117969,2017-08-18
117969,2017-08-25
117969,2017-08-31
117969,2017-09-11
117969,2017-09-25
117969,2017-09-30
117969,2017-10-09
117969,2017-10-14
117969,2017-10-23
117969,2017-11-04
117969,2017-11-08
117969,2017-11-12
117969,2017-11-19
117969,2017-11-25
117969,2017-11-27
117969,2017-12-04
117969,2017-12-11
117969,2017-12-19
117969,2017-12-24
117969,2018-01-02
117969,2018-01-07
117969,2018-01-15
117969,2018-01-22
117969,2018-01-28
117969,2018-02-11
117969,2018-02-20
117969,2018-02-25
117969,2018-03-03
117969,2018-03-14
117969,2018-03-18
117969,2018-03-21
117969,2018-03-25
117969,2018-04-04
117969,2018-04-08
117969,2018-04-22
117969,2018-05-03
117969,2018-05-06
117969,2018-05-11
117969,2018-05-13
117969,2018-05-20
117969,2018-05-28
117969,2018-06-01
117969,2018-06-04
117969,2018-06-09
117969,2018-06-13
117969,2018-06-17
117969,2018-06-23
117969,2018-06-30
117969,2018-07-09
117969,2018-07-14
117969,2018-07-16
117969,2018-07-18
117969,2018-07-22
117969,2018-07-27
117969,2018-07-29
117969,2018-08-03
117969,2018-08-06
117969,2018-08-08
117969,2018-08-13
117969,2018-08-17
117969,2018-08-22
117969,2018-08-28
117969,2018-09-09
117969,2018-09-12
117969,2018-09-15
117969,2018-09-24
117969,2018-09-29
117969,2018-10-02
117969,2018-10-07
117969,2018-10-15
117969,2018-10-21
117969,2018-10-29
117969,2018-11-08
117969,2018-11-14
117969,2018-11-18
117969,2018-12-26
117969,2019-01-07
117969,2019-02-03
117969,2019-02-11
117969,2019-02-18
117969,2019-02-22
117969,2019-03-01
117969,2019-03-05
117969,2019-03-17
117969,2019-03-25
117969,2019-04-01
117969,2019-04-07
117969,2019-04-14
117969,2019-04-21
117969,2019-05-01
117969,2019-05-15
117969,2019-06-02
117969,2019-06-05
117969,2019-06-10
117969,2019-06-30
117969,2019-07-07
117969,2019-07-14
117969,2019-07-21
117969,2019-08-16
117969,2019-08-18
117969,2019-08-19
117969,2019-08-22
117969,2019-08-25
117969,2019-09-04
117969,2019-09-08
117969,2019-09-22
117969,2019-10-07
117969,2019-10-12
117969,2019-10-14
117969,2019-10-19
117969,2019-10-23
117969,2019-11-02
117969,2019-11-03
117969,2019-11-20
117969,2019-11-25
117969,2019-12-01
117969,2019-12-09
117969,2019-12-28
117969,2020-01-01
117969,2020-01-19
117969,2020-01-26
117969,2020-02-08
117969,2020-02-16
117969,2020-03-22
117969,2020-09-07
117969,2020-10-19
117969,2020-12-28
117969,2021-01-03
117969,2021-01-10
117969,2021-02-08
117969,2021-02-17
117969,2021-02-22
117969,2021-03-10
117969,2021-04-04
117969,2021-04-17
117969,2021-04-20
117969,2021-05-01
117969,2021-05-06
117969,2021-05-09
117969,2021-05-22
117969,2021-05-25
117969,2021-05-27
117969,2021-06-04
117969,2021-06-09
117969,2021-06-13
117969,2021-07-12
117969,2021-07-17
117969,2021-07-21
117969,2021-07-26
117969,2021-08-01
117969,2021-08-03
117969,2021-08-04
117969,2021-08-08
117969,2021-08-15
117969,2021-08-24
117969,2021-08-28
117969,2021-08-31
117969,2021-09-05
117969,2021-09-09
117969,2021-09-13
117969,2021-09-18
117969,2021-10-10
117969,2021-10-18
117969,2021-10-24
117969,2021-11-01
117969,2021-11-14
117969,2021-12-19
117969,2021-12-31
117969,2022-02-01
117969,2022-02-10
117969,2022-02-13
117969,2022-02-21
117969,2022-02-27
117969,2022-03-13
117969,2022-03-22
117969,2022-03-27
117969,2022-04-03
117969,2022-04-18
117969,2022-05-16
117969,2022-05-23
117969,2022-05-26
117969,2022-05-29
117969,2022-06-05
117969,2022-06-11
117969,2022-06-13
117969,2022-06-26
117969,2022-07-04
117969,2022-07-09
117969,2022-07-14
117969,2022-07-18
117969,2022-07-22
117969,2022-08-28
117969,2022-09-01
117969,2022-09-04
117969,2022-09-12
117969,2022-09-21
117969,2022-09-26
117969,2022-10-07
117969,2022-10-18
117969,2022-10-23
117969,2022-10-28
117969,2022-11-05
117969,2022-11-12
117969,2022-11-20
117969,2022-11-25
117969,2022-11-29
117969,2022-12-15
117969,2022-12-29
117969,2023-01-01
117969,2023-02-06
117969,2023-02-13
117969,2023-02-20
117969,2023-03-27
117969,2023-04-01
117969,2023-04-16
117969,2023-04-24
117969,2023-05-03
117969,2023-05-08
117969,2023-05-14
117969,2023-05-23
117969,2023-05-29
117969,2023-06-02
117969,2023-07-02
117969,2023-07-05
117969,2023-07-19
117969,2023-07-29
117969,2023-08-07
117969,2023-08-19
117969,2023-09-05
117969,2023-09-23
117969,2023-10-02
117969,2023-10-24
117969,2023-11-07
117969,2023-11-14
117969,2023-12-22
117969,2024-01-28
117969,2024-02-07
117969,2024-03-24
117969,2024-04-01
117969,2024-04-25
117969,2024-05-05
117969,2024-06-02
117969,2024-06-11
117969,2024-06-17
117969,2024-07-10
117969,2024-07-15
117969,2024-07-21
117969,2024-07-29
117969,2024-08-05
117969,2024-08-14
117969,2024-08-18
117969,2024-08-25
117969,2024-09-10
117969,2024-09-23
117969,2024-09-30
117969,2024-10-13
117969,2024-10-20
117969,2024-11-11
117969,2024-12-21
117969,2024-12-31
117969,2025-01-19
117969,2025-01-23
117969,2025-03-04
117969,2025-03-16
117969,2025-03-24
117969,2025-03-29
117969,2025-04-06
117969,2025-05-05
117969,2025-05-19
117969,2025-05-27
117969,2025-06-07
117969,2025-06-16
117969,2025-06-23
117969,2025-06-27
117969,2025-06-30
117969,2025-07-15
117969,2025-08-04
117969,2025-08-15
117969,2025-08-21
117969,2025-08-24
134282,2011-09-26
134282,2011-11-15
134282,2012-07-17
134282,2012-08-11
134282,2012-08-23
134282,2012-09-04
134282,2012-09-19
134282,2012-11-27
134282,2013-04-20
134282,2013-10-23
134282,2014-03-28
134282,2014-07-27
134282,2014-07-31
134282,2014-09-04
134282,2014-09-16
134282,2014-10-06
134282,2015-02-16
134282,2015-08-18
134282,2015-09-08
134282,2016-02-16
134282,2016-05-22
134282,2016-06-16
134282,2016-06-19
134282,2016-07-19
134282,2016-08-05
134282,2016-12-29
134282,2017-02-04
134282,2017-05-31
134282,2017-08-03
134282,2017-08-07
134282,2017-08-15
134282,2017-09-24
134282,2017-11-25
134282,2018-01-14
134282,2023-06-15
143483,2011-11-16
143483,2012-01-06
143483,2012-03-14
143483,2012-03-19
143483,2012-03-23
143483,2012-07-10
143483,2012-07-26
143483,2012-08-02
143483,2012-08-20
143483,2012-08-28
143483,2013-03-04
143483,2013-03-16
143483,2013-04-13
143483,2013-07-11
143483,2013-07-29
143483,2013-10-05
143483,2013-10-21
143483,2013-11-14
143483,2013-11-26
143483,2014-03-09
143483,2014-04-22
143483,2014-04-27
143483,2014-06-17
143483,2014-07-06
143483,2014-07-15
143483,2014-07-25
143483,2014-10-08
143483,2014-12-17
143483,2015-03-03
143483,2015-03-14
143483,2015-04-10
143483,2015-07-13
143483,2015-07-16
143483,2015-07-25
143483,2015-08-09
143483,2015-09-28
143483,2015-10-16
143483,2016-04-06
143483,2016-04-29
143483,2016-06-02
143483,2016-07-17
143483,2016-07-19
143483,2016-09-05
143483,2016-09-09
143483,2016-12-01
143483,2017-02-01
143483,2017-03-04
143483,2017-03-12
143483,2017-03-20
143483,2017-04-02
143483,2017-04-28
143483,2017-05-19
143483,2017-05-21
143483,2017-06-26
143483,2017-07-26
143483,2017-08-07
143483,2017-09-09
143483,2017-10-01
143483,2017-10-30
143483,2017-11-12
143483,2017-12-28
143483,2017-12-30
143483,2018-01-01
143483,2018-01-04
143483,2018-01-15
143483,2018-03-15
143483,2018-03-21
143483,2018-03-25
143483,2018-04-03
143483,2018-05-09
143483,2018-05-27
143483,2018-06-03
143483,2018-06-10
143483,2018-06-15
143483,2018-06-28
143483,2018-06-30
143483,2018-07-17
143483,2018-08-02
143483,2018-08-09
143483,2018-08-12
143483,2018-08-15
143483,2018-08-19
143483,2018-08-22
143483,2018-09-09
143483,2018-12-23
143483,2019-01-06
143483,2019-01-23
143483,2019-02-20
143483,2019-02-24
143483,2019-03-05
143483,2019-03-16
143483,2019-03-27
143483,2019-05-28
143483,2019-06-24
143483,2019-06-29
143483,2019-07-01
143483,2019-07-31
143483,2019-09-27
143483,2020-01-01
143483,2020-02-04
143483,2020-02-27
143483,2020-03-09
143483,2020-04-26
143483,2020-05-22
143483,2020-06-07
143483,2020-06-15
143483,2020-06-17
143483,2020-06-21
143483,2020-06-28
143483,2020-07-04
143483,2020-07-20
143483,2020-07-24
143483,2020-08-01
143483,2020-08-07
143483,2020-08-20
143483,2020-08-27
143483,2020-10-03
143483,2020-10-11
143483,2020-11-02
143483,2021-02-21
143483,2021-03-07
143483,2021-04-10
143483,2021-04-23
143483,2021-04-25
143483,2021-05-08
143483,2021-06-05
143483,2021-06-11
143483,2021-06-20
143483,2021-07-03
143483,2021-07-05
143483,2021-07-15
143483,2021-08-01
143483,2021-08-23
143483,2021-09-05
143483,2021-09-09
143483,2021-09-22
143483,2021-09-24
143483,2021-10-15
143483,2021-10-22
143483,2021-11-21
143483,2021-11-22
143483,2021-11-29
143483,2022-02-05
143483,2022-02-28
