variable_name,data_type,n_unique,n_missing,pct_missing,min,max,range,mean,median,std,precision,mode
license,discrete_categorical,3923.0,740,13.02,Exempt,"re06931-str, expiry date: 2026-01-12",,,,,,Exempt
instant_bookable,discrete_categorical,2.0,0,0.0,f,t,,,,,,f
calculated_host_listings_count,discrete_numeric,40.0,0,0.0,1,147,146.0,15.955313159746657,2.0,30.77861853723797,0.0,1
calculated_host_listings_count_entire_homes,discrete_numeric,32.0,0,0.0,0,147,147.0,13.891977480647432,1.0,30.4828111020908,0.0,1
calculated_host_listings_count_private_rooms,discrete_numeric,20.0,0,0.0,0,31,31.0,2.041871921182266,0.0,5.481336761959105,0.0,0
calculated_host_listings_count_shared_rooms,discrete_numeric,2.0,0,0.0,0,2,2.0,0.00211118930330753,0.0,0.06495124083606638,0.0,0
reviews_per_month,continuous,629.0,733,12.9,0.01,24.9,24.889999999999997,1.4541223995152495,0.96,1.6056363200575836,2.0,0.08
price_clean,continuous,936.0,754,13.27,29.0,50000.0,49971.0,435.48052738336713,271.0,1749.7529847190133,1.0,300.0
log_price,continuous,936.0,754,13.27,3.367295829986474,10.819778284410283,7.452482454423809,5.5894584757869366,5.602118820879701,0.8142123314654646,16.0,5.703782474656201
price_per_accommodates,continuous,1586.0,754,13.27,8.416666666666666,16666.666666666668,16658.25,85.1163474985686,56.5,459.7177644627907,15.0,50.0
log_price_per_accommodates,continuous,1586.0,754,13.27,2.130213867053259,9.721165995742174,7.590952128688915,4.063352537535802,4.034240638152395,0.5971225797049656,16.0,3.912023005428146
log_reviews,continuous,395.0,0,0.0,0.0,6.71174039505618,6.71174039505618,2.757343897803878,2.8903717578961645,1.6975523685946476,16.0,0.0
log_accommodates,discrete_numeric,16.0,0,0.0,0.0,2.772588722239781,2.772588722239781,1.5209886155272827,1.6094379124341003,0.6151956087288581,0.0,1.3862943611198906
log_beds,discrete_numeric,19.0,727,12.79,0.0,2.9444389791664403,2.9444389791664403,1.3035949122534507,1.3862943611198906,0.5023142423968789,0.0,0.6931471805599453
price_zscore,continuous,936.0,754,13.27,-0.23230737763173034,28.32658089768941,28.55888827532114,-2.8825263114000007e-18,-0.09400214134212806,1.0000000000000002,19.0,-0.07742837335701043
price_percentile,continuous,936.0,754,13.27,0.00020283975659229209,0.9998985801217039,0.9996957403651116,0.5001014198782961,0.5002028397565923,0.28870326150038655,18.0,0.5626774847870183
log_price_zscore,continuous,936.0,754,13.27,-2.729217625334771,6.423778671110921,9.152996296445693,-3.624776836585501e-16,0.015549193500886542,1.0,18.0,0.14041054704182346
reviews_zscore,continuous,395.0,0,0.0,-0.5839194578402034,8.987770881437559,9.571690339277762,4.000240595412246e-17,-0.3857236773679477,0.9999999999999998,18.0,-0.5839194578402034
reviews_percentile,continuous,395.0,0,0.0,0.06456720619282195,1.0,0.935432793807178,0.5000879662209712,0.5018472906403941,0.2883298385783884,17.0,0.06456720619282195
reviews_per_month_zscore,continuous,629.0,733,12.9,-0.8994081545585977,14.602234209328234,15.501642363886832,1.148119952753141e-17,-0.30774241547894765,1.0,18.0,-0.8558117316790446
occupancy_rate,continuous,364.0,0,0.0,0.0,1.0,1.0,0.5082076099216258,0.5287671232876713,0.3511379572518195,19.0,1.0
occupancy_rate_booked,continuous,84.0,0,0.0,0.0,0.6986301369863014,0.6986301369863014,0.18671830565008243,0.11506849315068493,0.21112594955576028,18.0,0.0
occupancy_is_capped,discrete_numeric,2.0,0,0.0,0,1,1.0,0.06210415200562984,0.0,0.2413658544393777,0.0,0
est_annual_revenue,continuous,4187.0,754,13.27,0.0,2312000.0,2312000.0,60270.10547667343,33715.5,86478.51154260871,1.0,0.0
est_annual_revenue_booked,continuous,2519.0,754,13.27,0.0,2700000.0,2700000.0,20733.325354969573,12096.0,47216.7476933739,1.0,0.0
revenue_per_accommodates,continuous,4234.0,754,13.27,0.0,578000.0,578000.0,11327.105761511702,7990.55,14904.272479362086,14.0,0.0
revenue_per_bedroom,continuous,4110.0,873,15.36,0.0,2312000.0,2312000.0,26131.19981581561,17424.0,44633.62812144479,12.0,0.0
log_est_revenue,continuous,4186.0,869,15.29,3.828641396489095,14.653623508774405,10.82498211228531,10.20845413453337,10.480213270078822,1.5280447315200238,16.0,10.145649109686099
host_listings_in_city,discrete_numeric,40.0,0,0.0,1,147,146.0,15.955313159746657,2.0,30.77861853723797,0.0,1
host_is_professional,discrete_numeric,2.0,0,0.0,0,1,1.0,0.604679802955665,1.0,0.4889623722952171,0.0,1
host_professional_tier,discrete_categorical,4.0,0,0.0,casual,small_professional,,,,,,casual
pct_professional_hosts,discrete_numeric,1.0,0,0.0,60.467980295566505,60.467980295566505,0.0,60.467980295566505,60.467980295566505,0.0,0.0,60.467980295566505
pct_large_operators,discrete_numeric,1.0,0,0.0,18.877551020408163,18.877551020408163,0.0,18.877551020408163,18.877551020408163,0.0,0.0,18.877551020408163
median_host_listings,discrete_numeric,1.0,0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
gini_host_concentration,discrete_numeric,1.0,0,0.0,0.752475279639272,0.752475279639272,0.0,0.7524752796392721,0.752475279639272,1.1103206996374094e-16,0.0,0.752475279639272
market_professionalization_score,discrete_numeric,1.0,0,0.0,45.316430293700286,45.316430293700286,0.0,45.3164302937003,45.316430293700286,1.421210495535884e-14,0.0,45.316430293700286
purchase_price,discrete_numeric,1.0,0,0.0,506874.2332009312,506874.2332009312,0.0,506874.2332009311,506874.2332009312,1.1642556379429962e-10,0.0,506874.2332009312
monthly_payment,discrete_numeric,1.0,0,0.0,3311.6959786613875,3311.6959786613875,0.0,3311.695978661387,3311.6959786613875,4.547873585714829e-13,0.0,3311.6959786613875
zori_rent,discrete_numeric,1.0,0,0.0,2141.009126984127,2141.009126984127,0.0,2141.0091269841278,2141.009126984127,9.095747171429658e-13,0.0,2141.009126984127
zillow_metro,discrete_categorical,1.0,0,0.0,"Providence, RI","Providence, RI",,,,,,"Providence, RI"
annual_cash_flow,continuous,4187.0,754,13.27,-39740.35174393665,2272259.6482560635,2312000.0,20529.753732736775,-6024.851743936648,86478.5115426087,14.0,-39740.35174393665
cash_on_cash_roi,continuous,4187.0,754,13.27,-39.20139271331146,2241.443241163249,2280.6446338765604,20.251329016164973,-5.9431426469338025,85.30568914155826,17.0,-39.20139271331146
cap_rate,continuous,4187.0,754,13.27,0.0,456.12892677531204,456.12892677531204,11.89054434589529,6.651650013275534,17.061137828311654,17.0,0.0
price_to_rent_ratio,continuous,4186.0,869,15.29,2.630835120420058,132228.06083502554,132225.4299999051,1209.753466963329,170.8372879005498,5939.513276545669,15.0,238.71627937249505
revenue_yield,continuous,4187.0,754,13.27,0.0,456.12892677531204,456.12892677531204,11.89054434589529,6.651650013275534,17.061137828311654,17.0,0.0
annual_cash_flow_booked,continuous,2519.0,754,13.27,-39740.35174393665,2660259.6482560635,2700000.0,-19007.026388967075,-27644.351743936648,47216.7476933739,14.0,-39740.35174393665
cash_on_cash_roi_booked,continuous,2519.0,754,13.27,-39.20139271331146,2624.1811814504913,2663.382574163803,-18.74925291520239,-27.26943878105763,46.57639370934111,16.0,-39.20139271331146
cap_rate_booked,continuous,2519.0,754,13.27,0.0,532.6765148327606,532.6765148327606,4.090427959621816,2.386390786450767,9.315278741868223,17.0,0.0
revenue_yield_booked,continuous,2519.0,754,13.27,0.0,532.6765148327606,532.6765148327606,4.090427959621816,2.386390786450767,9.315278741868223,17.0,0.0
