variable_name,data_type,n_unique,n_missing,pct_missing,min,max,range,mean,median,std,precision,mode
neighbourhood_cleansed,discrete_categorical,14.0,0,0.0,District 1,District 9,,,,,,District 2
neighbourhood_group_cleansed,empty,,5723,100.0,,,,,,,,
latitude,continuous,4881.0,0,0.0,32.63379,33.01515,0.3813600000000008,32.80945654009216,32.80094129031481,0.06345793946949509,15.0,32.77766
longitude,continuous,4842.0,0,0.0,-96.99269693344831,-96.48124,0.511456933448315,-96.79500023456191,-96.79497983516926,0.04758063255619596,14.0,-96.79487
property_type,discrete_categorical,38.0,0,0.0,Barn,Treehouse,,,,,,Entire rental unit
room_type,discrete_categorical,4.0,0,0.0,Entire home/apt,Shared room,,,,,,Entire home/apt
accommodates,discrete_numeric,16.0,0,0.0,1,16,15.0,5.037392975712039,4.0,3.5536040431891527,0.0,2
bathrooms,continuous,22.0,352,6.15,0.0,18.0,18.0,1.630236455036306,1.0,1.0013166006651528,1.0,1.0
bathrooms_text,discrete_categorical,31.0,17,0.3,0 baths,Shared half-bath,,,,,,1 bath
bedrooms,discrete_numeric,13.0,58,1.01,0.0,33.0,33.0,1.884730803177405,1.0,1.33521203367554,0.0,1.0
beds,continuous,21.0,351,6.13,0.0,39.0,39.0,2.5519359642591213,2.0,2.157135171431238,1.0,1.0
amenities,discrete_categorical,5250.0,0,0.0,"[""25 inch HDTV with standard cable"", ""Carbon monox...",[],,,,,,"[""Carbon monoxide alarm"", ""Extra pillows and blank..."
price,discrete_categorical,585.0,350,6.12,"$1,000.00",$999.00,,,,,,$86.00
minimum_nights,continuous,58.0,0,0.0,1,365,364.0,8.221037917176305,2.0,19.63347024785026,0.0,1
maximum_nights,continuous,117.0,0,0.0,1,1125,1124.0,455.0384413769002,365.0,339.55001205357286,0.0,365
minimum_minimum_nights,continuous,60.0,8,0.14,1.0,365.0,364.0,6.9839020122484685,2.0,18.77448707396934,1.0,1.0
maximum_minimum_nights,continuous,60.0,8,0.14,1.0,365.0,364.0,9.44601924759405,3.0,20.03664868007237,1.0,1.0
minimum_maximum_nights,continuous,99.0,8,0.14,1.0,2147483647.0,2147483646.0,2255207.3720034994,365.0,69551603.79648574,1.0,1125.0
maximum_maximum_nights,continuous,104.0,8,0.14,2.0,2147483647.0,2147483645.0,2255241.645319335,365.0,69551602.68522842,1.0,1125.0
minimum_nights_avg_ntm,continuous,228.0,0,0.0,1.0,365.0,364.0,8.81488729687227,2.2,19.362965528153058,1.0,1.0
maximum_nights_avg_ntm,continuous,264.0,0,0.0,2.0,2147483647.0,2147483645.0,2252076.183120741,365.0,69503016.69813281,1.0,1125.0
calendar_updated,empty,,5723,100.0,,,,,,,,
has_availability,discrete_categorical,1.0,59,1.03,t,t,,,,,,t
availability_30,discrete_numeric,31.0,0,0.0,0,30,30.0,18.667482089813035,22.0,10.943614967934288,0.0,30
availability_60,continuous,61.0,0,0.0,0,60,60.0,39.97099423379346,48.0,20.689407621752828,0.0,60
availability_90,continuous,91.0,0,0.0,0,90,90.0,63.55198322558099,77.0,29.958911874971854,0.0,90
availability_365,continuous,364.0,0,0.0,0,365,365.0,253.24148174034596,299.0,118.14089293024206,0.0,365
calendar_last_scraped,discrete_categorical,1.0,0,0.0,2025-08-19,2025-08-19,,,,,,2025-08-19
number_of_reviews,continuous,367.0,0,0.0,0,1363,1363.0,42.23501659968548,13.0,83.73121652364865,0.0,0
number_of_reviews_ltm,continuous,119.0,0,0.0,0,401,401.0,13.438930630788049,5.0,19.726243377280504,0.0,0
number_of_reviews_l30d,discrete_numeric,16.0,0,0.0,0,47,47.0,1.1189935348593396,0.0,1.9621535064480222,0.0,0
availability_eoy,continuous,136.0,0,0.0,0,135,135.0,97.2126507076708,117.0,43.840461386051835,0.0,135
number_of_reviews_ly,continuous,121.0,0,0.0,0,332,332.0,10.593045605451687,1.0,19.155059997971346,0.0,0
estimated_occupancy_l365d,continuous,86.0,0,0.0,0,255,255.0,83.27240957539752,54.0,88.44405960882547,0.0,0
estimated_revenue_l365d,continuous,2160.0,350,6.12,0.0,1500000.0,1500000.0,12867.296110180532,5814.0,36988.985905664755,1.0,0.0
first_review,discrete_categorical,1840.0,906,15.83,2010-12-29,2025-08-18,,,,,,2024-10-13
last_review,discrete_categorical,718.0,906,15.83,2015-12-06,2025-08-18,,,,,,2025-08-03
review_scores_rating,continuous,125.0,906,15.83,1.0,5.0,4.0,4.746942080132862,4.87,0.45247530191778323,2.0,5.0
review_scores_accuracy,continuous,121.0,906,15.83,1.0,5.0,4.0,4.785075773302886,4.9,0.43475768381282326,2.0,5.0
review_scores_cleanliness,continuous,129.0,906,15.83,1.0,5.0,4.0,4.740323853020552,4.87,0.4425350969595125,2.0,5.0
review_scores_checkin,continuous,115.0,906,15.83,1.0,5.0,4.0,4.818737803612207,4.94,0.410646501734302,2.0,5.0
review_scores_communication,continuous,106.0,906,15.83,1.0,5.0,4.0,4.843853020552211,4.96,0.39927334534899467,2.0,5.0
review_scores_location,continuous,148.0,906,15.83,1.0,5.0,4.0,4.692869005605149,4.83,0.4455336562578636,2.0,5.0
review_scores_value,continuous,131.0,906,15.83,1.0,5.0,4.0,4.701828939173759,4.82,0.4683959930233077,2.0,5.0
license,empty,,5723,100.0,,,,,,,,
instant_bookable,discrete_categorical,2.0,0,0.0,f,t,,,,,,f
calculated_host_listings_count,discrete_numeric,39.0,0,0.0,1,116,115.0,13.546217019045955,4.0,23.289609142765798,0.0,1
calculated_host_listings_count_entire_homes,discrete_numeric,39.0,0,0.0,0,116,116.0,12.825441202166695,3.0,23.291830544388784,0.0,1
calculated_host_listings_count_private_rooms,discrete_numeric,14.0,0,0.0,0,15,15.0,0.5584483662414818,0.0,1.896813818003736,0.0,0
calculated_host_listings_count_shared_rooms,discrete_numeric,6.0,0,0.0,0,8,8.0,0.03634457452385113,0.0,0.48472658445155636,0.0,0
reviews_per_month,continuous,734.0,906,15.83,0.01,27.28,27.27,2.027238945401702,1.44,1.9938097348331656,2.0,1.0
price_clean,continuous,585.0,350,6.12,11.0,50000.0,49989.0,386.69849246231155,110.0,3088.202570681648,1.0,86.0
